img_name,storm,datetime_utc,lat,lon,pressure_mb,wind_kt,wind_kmph,category,cat_idx,has_raw
AMPHAN_20200517T0430.jpg,AMPHAN,2020-05-17T04:30:00,11.45,86.00,989.0,52.5,97.2,Severe Cyclonic Storm,4,True
AMPHAN_20200517T0500.jpg,AMPHAN,2020-05-17T05:00:00,11.47,86.00,988.7,53.3,98.8,Severe Cyclonic Storm,4,True
AMPHAN_20200517T0530.jpg,AMPHAN,2020-05-17T05:30:00,11.48,86.00,988.3,54.2,100.3,Severe Cyclonic Storm,4,True
AMPHAN_20200517T0600.jpg,AMPHAN,2020-05-17T06:00:00,11.50,86.00,988.0,55.0,101.9,Severe Cyclonic Storm,4,True
AMPHAN_20200517T0630.jpg,AMPHAN,2020-05-17T06:30:00,11.53,86.00,986.7,56.7,104.9,Severe Cyclonic Storm,4,True
AMPHAN_20200517T0700.jpg,AMPHAN,2020-05-17T07:00:00,11.57,86.00,985.3,58.3,108.0,Severe Cyclonic Storm,4,True
AMPHAN_20200517T0730.jpg,AMPHAN,2020-05-17T07:30:00,11.60,86.00,984.0,60.0,111.1,Severe Cyclonic Storm,4,True
AMPHAN_20200517T0800.jpg,AMPHAN,2020-05-17T08:00:00,11.63,86.00,982.7,61.7,114.2,Severe Cyclonic Storm,4,True
AMPHAN_20200517T0830.jpg,AMPHAN,2020-05-17T08:30:00,11.67,86.00,981.3,63.3,117.3,Severe Cyclonic Storm,4,True
AMPHAN_20200517T0900.jpg,AMPHAN,2020-05-17T09:00:00,11.70,86.00,980.0,65.0,120.4,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T0930.jpg,AMPHAN,2020-05-17T09:30:00,11.75,86.00,979.7,65.8,121.9,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1000.jpg,AMPHAN,2020-05-17T10:00:00,11.80,86.00,979.3,66.7,123.5,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1030.jpg,AMPHAN,2020-05-17T10:30:00,11.85,86.00,979.0,67.5,125.0,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1100.jpg,AMPHAN,2020-05-17T11:00:00,11.90,86.00,978.7,68.3,126.6,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1130.jpg,AMPHAN,2020-05-17T11:30:00,11.95,86.00,978.3,69.2,128.1,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1200.jpg,AMPHAN,2020-05-17T12:00:00,12.00,86.00,978.0,70.0,129.6,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1230.jpg,AMPHAN,2020-05-17T12:30:00,12.13,86.03,978.0,70.0,129.6,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1300.jpg,AMPHAN,2020-05-17T13:00:00,12.27,86.07,978.0,70.0,129.6,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1330.jpg,AMPHAN,2020-05-17T13:30:00,12.40,86.10,978.0,70.0,129.6,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1400.jpg,AMPHAN,2020-05-17T14:00:00,12.53,86.13,978.0,70.0,129.6,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1430.jpg,AMPHAN,2020-05-17T14:30:00,12.67,86.17,978.0,70.0,129.6,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1500.jpg,AMPHAN,2020-05-17T15:00:00,12.80,86.20,978.0,70.0,129.6,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1530.jpg,AMPHAN,2020-05-17T15:30:00,12.75,86.18,976.7,71.7,132.7,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1600.jpg,AMPHAN,2020-05-17T16:00:00,12.70,86.17,975.3,73.3,135.8,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1630.jpg,AMPHAN,2020-05-17T16:30:00,12.65,86.15,974.0,75.0,138.9,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1700.jpg,AMPHAN,2020-05-17T17:00:00,12.60,86.13,972.7,76.7,142.0,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1730.jpg,AMPHAN,2020-05-17T17:30:00,12.55,86.12,971.3,78.3,145.1,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1800.jpg,AMPHAN,2020-05-17T18:00:00,12.50,86.10,970.0,80.0,148.2,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1830.jpg,AMPHAN,2020-05-17T18:30:00,12.57,86.15,968.7,81.7,151.2,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1900.jpg,AMPHAN,2020-05-17T19:00:00,12.63,86.20,967.3,83.3,154.3,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T1930.jpg,AMPHAN,2020-05-17T19:30:00,12.70,86.25,966.0,85.0,157.4,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T2000.jpg,AMPHAN,2020-05-17T20:00:00,12.77,86.30,964.7,86.7,160.5,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T2030.jpg,AMPHAN,2020-05-17T20:30:00,12.83,86.35,963.3,88.3,163.6,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T2100.jpg,AMPHAN,2020-05-17T21:00:00,12.90,86.40,962.0,90.0,166.7,Very Severe Cyclonic Storm,5,True
AMPHAN_20200517T2130.jpg,AMPHAN,2020-05-17T21:30:00,12.95,86.38,960.3,91.7,169.8,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200517T2200.jpg,AMPHAN,2020-05-17T22:00:00,13.00,86.37,958.7,93.3,172.9,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200517T2230.jpg,AMPHAN,2020-05-17T22:30:00,13.05,86.35,957.0,95.0,175.9,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200517T2300.jpg,AMPHAN,2020-05-17T23:00:00,13.10,86.33,955.3,96.7,179.0,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200517T2330.jpg,AMPHAN,2020-05-17T23:30:00,13.15,86.32,953.7,98.3,182.1,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200518T0000.jpg,AMPHAN,2020-05-18T00:00:00,13.20,86.30,952.0,100.0,185.2,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200518T0030.jpg,AMPHAN,2020-05-18T00:30:00,13.22,86.28,949.3,102.5,189.8,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200518T0100.jpg,AMPHAN,2020-05-18T01:00:00,13.23,86.27,946.7,105.0,194.5,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200518T0130.jpg,AMPHAN,2020-05-18T01:30:00,13.25,86.25,944.0,107.5,199.1,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200518T0200.jpg,AMPHAN,2020-05-18T02:00:00,13.27,86.23,941.3,110.0,203.7,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200518T0230.jpg,AMPHAN,2020-05-18T02:30:00,13.28,86.22,938.7,112.5,208.4,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200518T0300.jpg,AMPHAN,2020-05-18T03:00:00,13.30,86.20,936.0,115.0,213.0,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200518T0330.jpg,AMPHAN,2020-05-18T03:30:00,13.32,86.20,935.0,115.8,214.5,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200518T0400.jpg,AMPHAN,2020-05-18T04:00:00,13.33,86.20,934.0,116.7,216.1,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200518T0430.jpg,AMPHAN,2020-05-18T04:30:00,13.35,86.20,933.0,117.5,217.6,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200518T0500.jpg,AMPHAN,2020-05-18T05:00:00,13.37,86.20,932.0,118.3,219.2,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200518T0530.jpg,AMPHAN,2020-05-18T05:30:00,13.38,86.20,931.0,119.2,220.7,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200518T0600.jpg,AMPHAN,2020-05-18T06:00:00,13.40,86.20,930.0,120.0,222.2,Super Cyclonic Storm,7,True
AMPHAN_20200518T0630.jpg,AMPHAN,2020-05-18T06:30:00,13.45,86.20,930.0,120.0,222.2,Super Cyclonic Storm,7,True
AMPHAN_20200518T0700.jpg,AMPHAN,2020-05-18T07:00:00,13.50,86.20,930.0,120.0,222.2,Super Cyclonic Storm,7,True
AMPHAN_20200518T0730.jpg,AMPHAN,2020-05-18T07:30:00,13.55,86.20,930.0,120.0,222.2,Super Cyclonic Storm,7,True
AMPHAN_20200518T0800.jpg,AMPHAN,2020-05-18T08:00:00,13.60,86.20,930.0,120.0,222.2,Super Cyclonic Storm,7,True
AMPHAN_20200518T0830.jpg,AMPHAN,2020-05-18T08:30:00,13.65,86.20,930.0,120.0,222.2,Super Cyclonic Storm,7,True
AMPHAN_20200518T0900.jpg,AMPHAN,2020-05-18T09:00:00,13.70,86.20,930.0,120.0,222.2,Super Cyclonic Storm,7,True
AMPHAN_20200518T0930.jpg,AMPHAN,2020-05-18T09:30:00,13.75,86.22,929.3,120.8,223.8,Super Cyclonic Storm,7,True
AMPHAN_20200518T1000.jpg,AMPHAN,2020-05-18T10:00:00,13.80,86.23,928.7,121.7,225.3,Super Cyclonic Storm,7,True
AMPHAN_20200518T1030.jpg,AMPHAN,2020-05-18T10:30:00,13.85,86.25,928.0,122.5,226.9,Super Cyclonic Storm,7,True
AMPHAN_20200518T1100.jpg,AMPHAN,2020-05-18T11:00:00,13.90,86.27,927.3,123.3,228.4,Super Cyclonic Storm,7,True
AMPHAN_20200518T1130.jpg,AMPHAN,2020-05-18T11:30:00,13.95,86.28,926.7,124.2,230.0,Super Cyclonic Storm,7,True
AMPHAN_20200518T1200.jpg,AMPHAN,2020-05-18T12:00:00,14.00,86.30,926.0,125.0,231.5,Super Cyclonic Storm,7,True
AMPHAN_20200518T1230.jpg,AMPHAN,2020-05-18T12:30:00,14.08,86.32,926.0,125.0,231.5,Super Cyclonic Storm,7,True
AMPHAN_20200518T1300.jpg,AMPHAN,2020-05-18T13:00:00,14.17,86.33,926.0,125.0,231.5,Super Cyclonic Storm,7,True
AMPHAN_20200518T1330.jpg,AMPHAN,2020-05-18T13:30:00,14.25,86.35,926.0,125.0,231.5,Super Cyclonic Storm,7,True
AMPHAN_20200518T1400.jpg,AMPHAN,2020-05-18T14:00:00,14.33,86.37,926.0,125.0,231.5,Super Cyclonic Storm,7,True
AMPHAN_20200518T1430.jpg,AMPHAN,2020-05-18T14:30:00,14.42,86.38,926.0,125.0,231.5,Super Cyclonic Storm,7,True
AMPHAN_20200518T1500.jpg,AMPHAN,2020-05-18T15:00:00,14.50,86.40,926.0,125.0,231.5,Super Cyclonic Storm,7,True
AMPHAN_20200518T1530.jpg,AMPHAN,2020-05-18T15:30:00,14.57,86.42,925.0,125.8,233.0,Super Cyclonic Storm,7,True
AMPHAN_20200518T1600.jpg,AMPHAN,2020-05-18T16:00:00,14.63,86.43,924.0,126.7,234.6,Super Cyclonic Storm,7,True
AMPHAN_20200518T1630.jpg,AMPHAN,2020-05-18T16:30:00,14.70,86.45,923.0,127.5,236.1,Super Cyclonic Storm,7,True
AMPHAN_20200518T1700.jpg,AMPHAN,2020-05-18T17:00:00,14.77,86.47,922.0,128.3,237.7,Super Cyclonic Storm,7,True
AMPHAN_20200518T1730.jpg,AMPHAN,2020-05-18T17:30:00,14.83,86.48,921.0,129.2,239.2,Super Cyclonic Storm,7,True
AMPHAN_20200518T1800.jpg,AMPHAN,2020-05-18T18:00:00,14.90,86.50,920.0,130.0,240.8,Super Cyclonic Storm,7,True
AMPHAN_20200518T1830.jpg,AMPHAN,2020-05-18T18:30:00,14.95,86.52,920.0,130.0,240.8,Super Cyclonic Storm,7,True
AMPHAN_20200518T1900.jpg,AMPHAN,2020-05-18T19:00:00,15.00,86.53,920.0,130.0,240.8,Super Cyclonic Storm,7,True
AMPHAN_20200518T1930.jpg,AMPHAN,2020-05-18T19:30:00,15.05,86.55,920.0,130.0,240.8,Super Cyclonic Storm,7,True
AMPHAN_20200518T2000.jpg,AMPHAN,2020-05-18T20:00:00,15.10,86.57,920.0,130.0,240.8,Super Cyclonic Storm,7,True
AMPHAN_20200518T2030.jpg,AMPHAN,2020-05-18T20:30:00,15.15,86.58,920.0,130.0,240.8,Super Cyclonic Storm,7,True
AMPHAN_20200518T2100.jpg,AMPHAN,2020-05-18T21:00:00,15.20,86.60,920.0,130.0,240.8,Super Cyclonic Storm,7,True
AMPHAN_20200518T2130.jpg,AMPHAN,2020-05-18T21:30:00,15.27,86.62,921.0,129.2,239.2,Super Cyclonic Storm,7,True
AMPHAN_20200518T2200.jpg,AMPHAN,2020-05-18T22:00:00,15.33,86.63,922.0,128.3,237.7,Super Cyclonic Storm,7,True
AMPHAN_20200518T2230.jpg,AMPHAN,2020-05-18T22:30:00,15.40,86.65,923.0,127.5,236.1,Super Cyclonic Storm,7,True
AMPHAN_20200518T2300.jpg,AMPHAN,2020-05-18T23:00:00,15.47,86.67,924.0,126.7,234.6,Super Cyclonic Storm,7,True
AMPHAN_20200518T2330.jpg,AMPHAN,2020-05-18T23:30:00,15.53,86.68,925.0,125.8,233.0,Super Cyclonic Storm,7,True
AMPHAN_20200519T0000.jpg,AMPHAN,2020-05-19T00:00:00,15.60,86.70,926.0,125.0,231.5,Super Cyclonic Storm,7,True
AMPHAN_20200519T0030.jpg,AMPHAN,2020-05-19T00:30:00,15.67,86.72,926.7,124.2,230.0,Super Cyclonic Storm,7,True
AMPHAN_20200519T0100.jpg,AMPHAN,2020-05-19T01:00:00,15.73,86.73,927.3,123.3,228.4,Super Cyclonic Storm,7,True
AMPHAN_20200519T0130.jpg,AMPHAN,2020-05-19T01:30:00,15.80,86.75,928.0,122.5,226.9,Super Cyclonic Storm,7,True
AMPHAN_20200519T0200.jpg,AMPHAN,2020-05-19T02:00:00,15.87,86.77,928.7,121.7,225.3,Super Cyclonic Storm,7,True
AMPHAN_20200519T0230.jpg,AMPHAN,2020-05-19T02:30:00,15.93,86.78,929.3,120.8,223.8,Super Cyclonic Storm,7,True
AMPHAN_20200519T0300.jpg,AMPHAN,2020-05-19T03:00:00,16.00,86.80,930.0,120.0,222.2,Super Cyclonic Storm,7,True
AMPHAN_20200519T0330.jpg,AMPHAN,2020-05-19T03:30:00,16.08,86.82,931.0,119.2,220.7,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T0400.jpg,AMPHAN,2020-05-19T04:00:00,16.17,86.83,932.0,118.3,219.2,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T0430.jpg,AMPHAN,2020-05-19T04:30:00,16.25,86.85,933.0,117.5,217.6,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T0500.jpg,AMPHAN,2020-05-19T05:00:00,16.33,86.87,934.0,116.7,216.1,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T0530.jpg,AMPHAN,2020-05-19T05:30:00,16.42,86.88,935.0,115.8,214.5,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T0600.jpg,AMPHAN,2020-05-19T06:00:00,16.50,86.90,936.0,115.0,213.0,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T0630.jpg,AMPHAN,2020-05-19T06:30:00,16.58,86.90,937.0,114.2,211.4,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T0700.jpg,AMPHAN,2020-05-19T07:00:00,16.67,86.90,938.0,113.3,209.9,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T0730.jpg,AMPHAN,2020-05-19T07:30:00,16.75,86.90,939.0,112.5,208.4,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T0800.jpg,AMPHAN,2020-05-19T08:00:00,16.83,86.90,940.0,111.7,206.8,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T0830.jpg,AMPHAN,2020-05-19T08:30:00,16.92,86.90,941.0,110.8,205.3,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T0900.jpg,AMPHAN,2020-05-19T09:00:00,17.00,86.90,942.0,110.0,203.7,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T0930.jpg,AMPHAN,2020-05-19T09:30:00,17.07,86.92,942.7,109.2,202.2,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1000.jpg,AMPHAN,2020-05-19T10:00:00,17.13,86.93,943.3,108.3,200.6,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1030.jpg,AMPHAN,2020-05-19T10:30:00,17.20,86.95,944.0,107.5,199.1,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1100.jpg,AMPHAN,2020-05-19T11:00:00,17.27,86.97,944.7,106.7,197.5,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1130.jpg,AMPHAN,2020-05-19T11:30:00,17.33,86.98,945.3,105.8,196.0,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1200.jpg,AMPHAN,2020-05-19T12:00:00,17.40,87.00,946.0,105.0,194.5,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1230.jpg,AMPHAN,2020-05-19T12:30:00,17.52,87.02,946.7,104.2,192.9,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1300.jpg,AMPHAN,2020-05-19T13:00:00,17.63,87.03,947.3,103.3,191.4,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1330.jpg,AMPHAN,2020-05-19T13:30:00,17.75,87.05,948.0,102.5,189.8,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1400.jpg,AMPHAN,2020-05-19T14:00:00,17.87,87.07,948.7,101.7,188.3,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1430.jpg,AMPHAN,2020-05-19T14:30:00,17.98,87.08,949.3,100.8,186.7,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1500.jpg,AMPHAN,2020-05-19T15:00:00,18.10,87.10,950.0,100.0,185.2,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1530.jpg,AMPHAN,2020-05-19T15:30:00,18.15,87.12,950.0,100.0,185.2,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1600.jpg,AMPHAN,2020-05-19T16:00:00,18.20,87.13,950.0,100.0,185.2,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1630.jpg,AMPHAN,2020-05-19T16:30:00,18.25,87.15,950.0,100.0,185.2,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1700.jpg,AMPHAN,2020-05-19T17:00:00,18.30,87.17,950.0,100.0,185.2,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1730.jpg,AMPHAN,2020-05-19T17:30:00,18.35,87.18,950.0,100.0,185.2,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1800.jpg,AMPHAN,2020-05-19T18:00:00,18.40,87.20,950.0,100.0,185.2,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1900.jpg,AMPHAN,2020-05-19T19:00:00,18.50,87.20,950.0,100.0,185.2,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T1930.jpg,AMPHAN,2020-05-19T19:30:00,18.55,87.20,950.0,100.0,185.2,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T2000.jpg,AMPHAN,2020-05-19T20:00:00,18.60,87.20,950.0,100.0,185.2,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T2030.jpg,AMPHAN,2020-05-19T20:30:00,18.65,87.20,950.0,100.0,185.2,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T2100.jpg,AMPHAN,2020-05-19T21:00:00,18.70,87.20,950.0,100.0,185.2,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T2130.jpg,AMPHAN,2020-05-19T21:30:00,18.77,87.25,950.7,99.2,183.7,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T2200.jpg,AMPHAN,2020-05-19T22:00:00,18.83,87.30,951.3,98.3,182.1,Extremely Severe Cyclonic Storm,6,True
